Day,Preclose,Open,Highest,Lowest,Close
2000/7/21,1991.56,1994.42,1998.35,1991.84,1996.34
2000/7/24,1996.34,1998.24,1999.9,1982.88,1989.24
2000/7/25,1989.24,1990.15,1997.85,1989.09,1996.58
2000/7/26,1996.58,1999.44,2012.39,1999.4,2012.32
2000/7/27,2012.32,2017.46,2025,2004.55,2012.35
2000/7/28,2012.35,2014.11,2016.94,2006.17,2012.79
2000/7/31,2012.79,2016.14,2023.57,2008.64,2023.54
2000/8/1,2023.54,2027.01,2031.92,2023.45,2028.15
2000/8/2,2028.15,2030.79,2033.19,2018.48,2030.68
2000/8/3,2030.68,2032.94,2038.65,2030.1,2036.3
2000/8/4,2036.3,2037.47,2041.28,2013.45,2026.36
2000/8/7,2026.36,2025.18,2039.42,2017.9,2039.42
2000/8/8,2039.42,2042.74,2050.07,2040.78,2049.92
2000/8/9,2049.92,2051.65,2061.28,2048.49,2061.18
2000/8/10,2061.18,2065.3,2067.74,2053.86,2065.94
2000/8/11,2065.94,2067.78,2070.3,2055.2,2062.67
2000/8/14,2062.67,2065.93,2076.33,2065.93,2076.3
2000/8/15,2076.3,2079.07,2082.74,2066.16,2076.82
2000/8/16,2076.82,2078.49,2083.47,2072.98,2083.47
2000/8/17,2083.47,2086.81,2092.33,2086.56,2091.59
2000/8/18,2091.59,2093.63,2097.32,2086.75,2090.18
2000/8/21,2090.18,2095.38,2108.88,2093.42,2108.69
2000/8/22,2108.69,2112.02,2114.52,2074.52,2074.7
2000/8/23,2074.7,2064.05,2080.14,1980.35,2057.92
2000/8/24,2057.92,2058.53,2073.95,2043.21,2071.16
2000/8/25,2071.16,2073.72,2086.72,2066.33,2086.7
2000/8/28,2086.7,2092.12,2100.7,2085.6,2100.59
2000/8/29,2100.59,2103.03,2105.63,2094.61,2105.48
2000/8/30,2105.48,2107.02,2108.1,2075.16,2076.14
2000/8/31,2076.14,2062.84,2064.76,2019.45,2021.2
2000/9/1,2021.2,2009.15,2026.35,1997.72,1999.86
2000/9/4,1999.86,1994.88,2010.6,1981.23,2010.6
2000/9/5,2010.6,2015.06,2020.85,1959.59,1963.79
2000/9/6,1963.79,1955.5,1964.27,1923.6,1925.91
2000/9/7,1925.91,1929.3,1963.23,1929.3,1950.66
2000/9/8,1950.66,1955.15,1963.89,1945.92,1959.31
2000/9/11,1959.31,1963.27,1972.08,1956.08,1972.04
2000/9/12,1972.04,1975.41,1979.32,1965.4,1979.1
2000/9/13,1979.1,1980.53,1995.32,1975.13,1988.94
2000/9/14,1988.94,1989.97,1992.37,1973.02,1979.51
2000/9/15,1979.51,1978.04,1978.47,1966.88,1978.43
2000/9/18,1978.43,1979.53,1981.13,1946.18,1946.75
2000/9/19,1946.75,1937.32,1937.37,1895.49,1903.15
2000/9/20,1903.15,1902.91,1922.3,1892.28,1922.29
2000/9/21,1922.29,1924.83,1927.52,1905.65,1907.31
2000/9/22,1907.31,1904.57,1904.57,1888.09,1891.98
2000/9/25,1891.98,1889.9,1896.72,1874.21,1875.91
2000/9/26,1875.91,1878.31,1890.67,1878.05,1887.83
2000/9/27,1887.83,1889.88,1914.11,1889.87,1914.09
2000/9/28,1914.09,1915.5,1917.06,1886.94,1889.29
2000/9/29,1889.29,1888.2,1910.49,1888.07,1910.16
2000/10/9,1910.16,1912.08,1915.49,1897.24,1915.35
2000/10/10,1915.35,1917.9,1942.17,1917.68,1942.15
2000/10/11,1942.15,1944.25,1948.01,1931.46,1933.73
2000/10/12,1933.73,1933.14,1933.33,1918.47,1926.32
2000/10/13,1926.32,1927.35,1932.32,1911.36,1918.16
2000/10/16,1918.16,1917.45,1917.56,1897.91,1902.81
2000/10/17,1902.81,1902.07,1909.49,1896.94,1909.49
2000/10/18,1909.49,1911.7,1922.85,1911.7,1922.85
2000/10/19,1922.85,1925.21,1927.37,1911.18,1913.42
2000/10/20,1913.42,1913.16,1947.47,1912.38,1947.45
2000/10/23,1947.45,1952.96,1960.86,1945.67,1958.94
2000/10/24,1958.94,1960.37,1962.13,1945.53,1956.34
2000/10/25,1956.34,1957.38,1978.99,1957.31,1977.25
2000/10/26,1977.25,1979.3,1980.63,1962.2,1967.67
2000/10/27,1967.67,1968.17,1971.79,1957.74,1967.41
2000/10/30,1967.41,1967.65,1974.24,1962.81,1973.58
2000/10/31,1973.58,1974.53,1979.99,1956.42,1961.29
2000/11/1,1961.29,1961.08,1977.37,1959.72,1977.36
2000/11/2,1977.36,1981.77,1992.86,1980.89,1984.26
2000/11/3,1984.26,1984.99,1989.11,1977.21,1981.63
2000/11/6,1981.63,1983.07,1992.88,1982.75,1991.17
2000/11/7,1991.17,1993.45,1997.08,1990.06,1997.08
2000/11/8,1997.08,1999.15,2012.99,1998.35,2012.91
2000/11/9,2012.91,2016.22,2032.52,2014.84,2032.48
2000/11/10,2032.48,2037.08,2051.34,2033.63,2047.46
2000/11/13,2047.46,2054.48,2071.69,2053.44,2070.79
2000/11/14,2070.79,2072.79,2085.12,2055.21,2085.12
2000/11/15,2085.12,2087.28,2092.65,2074.38,2081.91
2000/11/16,2081.91,2081.14,2096.05,2080.61,2095.98
2000/11/17,2095.98,2098.89,2104.7,2084.9,2093.24
2000/11/20,2093.24,2092.59,2101.4,2078.28,2101.39
2000/11/21,2101.39,2104.07,2112.91,2095.58,2097.98
2000/11/22,2097.98,2097.28,2113.35,2091.62,2113.3
2000/11/23,2113.3,2119.16,2125.72,2109.22,2119.44
2000/11/24,2119.44,2119.01,2125.41,2045.51,2053.37
2000/11/27,2053.37,2041.16,2062.81,2031.93,2049.67
2000/11/28,2049.67,2052.78,2079.48,2052.78,2079.4
2000/11/29,2079.4,2081.5,2082.9,2055.94,2067.5
2000/11/30,2067.5,2067.07,2072.29,2057.04,2070.61
2000/12/1,2070.61,2073.09,2082.03,2071.5,2081.84
2000/12/4,2081.84,2084.48,2092.32,2077.81,2092.14
2000/12/5,2092.14,2094.99,2097.29,2085.8,2091.67
2000/12/6,2091.67,2093,2095.44,2070.35,2075.63
2000/12/7,2075.63,2072.53,2078.14,2060.73,2075.04
2000/12/8,2075.04,2074.57,2083.27,2069.66,2073.16
2000/12/11,2073.16,2072.28,2072.48,2039,2046.08
2000/12/12,2046.08,2045.17,2059.05,2037.9,2059.05
2000/12/13,2059.05,2057.38,2059.6,2050.18,2056.12
2000/12/14,2056.12,2057,2059.27,2046.94,2051.08
2000/12/15,2051.08,2052.79,2055.61,2036.88,2039.36
2000/12/18,2039.36,2038.45,2044.56,2024.29,2044.55
2000/12/19,2044.55,2047.35,2056.76,2046.03,2049.03
2000/12/20,2049.03,2050.07,2071.31,2048.64,2071.27
2000/12/21,2071.27,2075.56,2086.94,2074.34,2076.89
2000/12/22,2076.89,2078.43,2079.97,2066.22,2069.77
2000/12/25,2069.77,2071.57,2075.21,2062.04,2068.17
2000/12/26,2068.17,2070.38,2076.41,2068.81,2076.27
2000/12/27,2076.27,2077.72,2079.76,2056,2058.24
2000/12/28,2058.24,2054.52,2061.05,2047.74,2053.7
2000/12/29,2053.7,2055.83,2073.88,2055.51,2073.48
2001/1/2,2073.48,2077.08,2103.54,2074.88,2103.47
2001/1/3,2103.47,2108.25,2123.9,2105.5,2123.9
2001/1/4,2123.9,2125.49,2127.42,2113.18,2117.41
2001/1/5,2117.41,2117.66,2125.38,2114.06,2125.3
2001/1/8,2125.3,2128.6,2131.98,2092.1,2102.06
2001/1/9,2102.06,2099.32,2111.1,2082.84,2101.14
2001/1/10,2101.14,2102.09,2125.67,2102.07,2125.61
2001/1/11,2125.61,2129.61,2131.37,2117.03,2119.14
2001/1/12,2119.14,2116.85,2117.73,2100.27,2104.75
2001/1/15,2104.75,2097.09,2097.09,2030.29,2032.44
2001/1/16,2032.44,2018.3,2045.95,2007.71,2045.89
2001/1/17,2045.89,2046.38,2048.7,2031.76,2034.58
2001/1/18,2034.58,2033.69,2049.36,2033.58,2043.11
2001/1/19,2043.11,2046.58,2067.88,2046.54,2065.61
2001/2/5,2065.61,2069.86,2072.55,2005.68,2008.03
2001/2/6,2008.03,1999.72,1999.72,1956.18,1995.32
2001/2/7,1995.32,1995.6,1998.25,1978.6,1979.94
2001/2/8,1979.94,1977.56,1986.9,1926.4,1930.14
2001/2/9,1930.14,1935.19,1963.33,1935.19,1956.97
2001/2/12,1956.97,1958.65,1961.81,1935.59,1961.22
2001/2/13,1961.22,1962.53,1974,1958.99,1963.53
2001/2/14,1963.53,1962.74,1966.84,1956.42,1963.2
2001/2/15,1963.2,1963.45,1966.92,1944.56,1946.48
2001/2/16,1946.48,1942.05,1942.12,1911.87,1941.96
2001/2/19,1941.96,1942.58,1969.35,1935.65,1967.55
2001/2/20,1967.55,1969.78,1980.39,1947.26,1953.22
2001/2/21,1953.22,1948.42,1948.42,1901.2,1909.33
2001/2/22,1909.33,1901.99,1922.46,1893.78,1907.26
2001/2/23,1907.26,1906.91,1936.63,1906.55,1936.35
2001/2/26,1936.35,1940.77,1954.78,1935.55,1954.69
2001/2/27,1954.69,1956.27,1962.28,1946.98,1962.04
2001/2/28,1962.04,1964.36,1965.02,1950.93,1959.18
2001/3/1,1959.18,1959.01,1968.36,1953.72,1965.12
2001/3/2,1965.12,1969.06,1987.39,1968.96,1985.11
2001/3/5,1985.11,1991.28,1993.81,1979.65,1984.2
2001/3/6,1984.2,1986.73,1990.06,1977.11,1990.06
2001/3/7,1990.06,1991.28,1996.85,1986.04,1991.18
2001/3/8,1991.18,1990.64,2002.25,1989.87,2000.9
2001/3/9,2000.9,2003.2,2015.5,1999.48,2011.66
2001/3/12,2011.66,2013.31,2015.6,2004.96,2012.55
2001/3/13,2012.55,2012.15,2012.77,1992.17,1998.7
2001/3/14,1998.7,1996.15,2018.62,1994.94,2018.62
2001/3/15,2018.62,2019.72,2027.33,2017.59,2022.6
2001/3/16,2022.6,2023.03,2024.28,2011.99,2020.24
2001/3/19,2020.24,2019.85,2036.63,2017.49,2036.62
2001/3/20,2036.62,2039.55,2045.94,2037.17,2045.79
2001/3/21,2045.79,2047.63,2066.39,2046.43,2066.39
2001/3/22,2066.39,2071.2,2087.53,2068.14,2087.53
2001/3/23,2087.53,2091.18,2093.95,2052.55,2053.54
2001/3/26,2053.54,2052.05,2089.99,2052.05,2089.88
2001/3/27,2089.88,2096.5,2107.3,2090.9,2107.26
2001/3/28,2107.26,2109.76,2112.88,2096.92,2106.87
2001/3/29,2106.87,2107.22,2111.73,2096.93,2101.66
2001/3/30,2101.66,2101.1,2112.83,2096.28,2112.78
2001/4/2,2112.78,2117.45,2126.97,2114.78,2125.08
2001/4/3,2125.08,2127.78,2129.83,2109.25,2123.05
2001/4/4,2123.05,2123.89,2128.16,2084.93,2090.72
2001/4/5,2090.72,2084.81,2112.62,2081.64,2112.6
2001/4/6,2112.6,2116.38,2122.22,2103.26,2108.61
2001/4/9,2108.61,2108.97,2117.41,2100.97,2117.37
2001/4/10,2117.37,2119.54,2128.55,2119.36,2128.48
2001/4/11,2128.48,2130.89,2134.51,2121.16,2131.4
2001/4/12,2131.4,2132.81,2141.92,2124.82,2134.8
2001/4/13,2134.8,2135.67,2145.44,2130.59,2145.4
2001/4/16,2145.4,2150.29,2168.08,2150.29,2168.06
2001/4/17,2168.06,2173.3,2177.16,2163.19,2176.68
2001/4/18,2176.68,2177.99,2179.74,2167.59,2172.56
2001/4/19,2172.56,2172.43,2175.57,2148.31,2172.87
2001/4/20,2172.87,2173.96,2179.57,2152.01,2152.34
2001/4/23,2152.34,2150.34,2157.51,2132.55,2150.43
2001/4/24,2150.43,2151.34,2166.19,2151.34,2166.17
2001/4/25,2166.17,2168.05,2170.39,2115.26,2119.18
2001/4/26,2119.18,2113.39,2125.79,2102.82,2105.06
2001/4/27,2105.06,2104.03,2120.84,2104.03,2115.11
2001/4/30,2115.11,2117.17,2122.5,2111.95,2119.18
2001/5/8,2119.18,2119.9,2138.04,2119.89,2137.99
2001/5/9,2137.99,2140.55,2142.38,2127.32,2132.89
2001/5/10,2132.89,2134.19,2147.34,2134.19,2147.28
2001/5/11,2147.28,2150.32,2155.42,2144.76,2155.41
2001/5/14,2155.41,2161.61,2178.7,2160.12,2178.47
2001/5/15,2178.47,2184.79,2191.07,2176.79,2191.06
2001/5/16,2191.06,2195.36,2199.54,2187.41,2199.51
2001/5/17,2199.51,2201.98,2205.01,2187.84,2194.65
2001/5/18,2194.65,2194.62,2203.37,2186.65,2203.37
2001/5/21,2203.37,2207.78,2213.75,2202.74,2213.59
2001/5/22,2213.59,2215.78,2218.45,2205.25,2210.34
2001/5/23,2210.34,2210.85,2213.4,2175.28,2197.59
2001/5/24,2197.59,2198.01,2202.84,2192.17,2198.3
2001/5/25,2198.3,2199.66,2204.24,2181.25,2193.58
2001/5/28,2193.58,2194.45,2194.83,2171.68,2179.7
2001/5/29,2179.7,2177.65,2188.76,2176.56,2180.28
2001/5/30,2180.28,2180.62,2211.2,2180.53,2211.2
2001/5/31,2211.2,2217.87,2222.65,2208.88,2214.26
2001/6/1,2214.26,2216.56,2223.26,2212.16,2219.59
2001/6/4,2219.59,2223.91,2229.05,2222.23,2226.78
2001/6/5,2226.78,2229.25,2235.5,2226.82,2234.99
2001/6/6,2234.99,2237.99,2241.09,2224.3,2238.5
2001/6/7,2238.5,2241.01,2242.69,2223.41,2229.81
2001/6/8,2229.81,2229.2,2229.41,2211.75,2223.07
2001/6/11,2223.07,2223.8,2226.61,2206.64,2214.62
2001/6/12,2214.62,2213.55,2223.3,2211.86,2222.96
2001/6/13,2222.96,2227.07,2242.42,2226.88,2242.42
2001/6/14,2242.42,2243.3,2245.43,2201.01,2202.4
2001/6/15,2202.4,2196.68,2212.09,2188.25,2210.97
2001/6/18,2210.97,2211.89,2214.11,2157.12,2167.65
2001/6/19,2167.65,2163.32,2174.21,2158.76,2170.45
2001/6/20,2170.45,2171.01,2180.73,2157.4,2163.12
2001/6/21,2163.12,2164.12,2189.22,2164.09,2189.14
2001/6/22,2189.14,2191.36,2206.51,2188.94,2206.07
2001/6/25,2206.07,2210.07,2230.22,2210.04,2230.2
2001/6/26,2230.2,2234.07,2236.78,2223.5,2233.59
2001/6/27,2233.59,2234.71,2237.52,2223.81,2229.83
2001/6/28,2229.83,2231.37,2237.49,2213.58,2219.25
2001/6/29,2219.25,2218.57,2225.35,2214.16,2218.03
2001/7/2,2218.03,2220.42,2223.21,2201.59,2205.99
2001/7/3,2205.99,2206.85,2211.86,2191.68,2211.83
2001/7/4,2211.83,2212.97,2216.22,2199.63,2202.06
2001/7/5,2202.06,2202.3,2204.26,2176.75,2181.66
2001/7/6,2181.66,2179.81,2187.24,2168.78,2170.52
2001/7/9,2170.52,2169.47,2175.16,2164.01,2169.66
2001/7/10,2169.66,2172.61,2189.8,2172.59,2189.78
2001/7/11,2189.78,2190.98,2192.52,2167.67,2168.74
2001/7/12,2168.74,2164.91,2168.39,2153.68,2165.49
2001/7/13,2165.49,2167.7,2178.02,2158.85,2161.34
2001/7/16,2161.34,2176.34,2183.52,2142.08,2146.24
2001/7/17,2146.24,2145.49,2146.03,2121.28,2140.98
2001/7/18,2140.98,2142.01,2147.84,2137.41,2146.54
2001/7/19,2146.54,2146.51,2150.27,2135.24,2150.26
2001/7/20,2150.26,2153.24,2179.77,2153.14,2179.62
2001/7/23,2179.62,2183.74,2185.86,2166.33,2169.01
2001/7/24,2169.01,2162.75,2162.75,2129.18,2136.45
2001/7/25,2136.45,2130.45,2140.5,2108.76,2112.26
2001/7/26,2112.26,2109.92,2116.56,2086.08,2094.01
2001/7/27,2094.01,2093.87,2101.15,2063.89,2065.73
2001/7/30,2065.73,2056.76,2056.77,1955.97,1956.82
2001/7/31,1956.82,1939.26,1978.1,1909.3,1920.32
2001/8/1,1920.32,1925.24,1986.94,1925.24,1986.93
2001/8/2,1986.93,1989.64,1990.7,1912.73,1957.02
2001/8/3,1957.02,1956.54,1965.32,1948.9,1958.69
2001/8/6,1958.69,1953.41,1953.45,1867.86,1882.13
2001/8/7,1882.13,1872.67,1911.21,1861.78,1903.93
2001/8/8,1903.93,1902.87,1907.95,1885.42,1895.17
2001/8/9,1895.17,1894.69,1924.65,1894.05,1924.59
2001/8/10,1924.59,1929.96,1956.4,1929.69,1955.04
2001/8/13,1955.04,1956.92,1963.14,1942.07,1955.1
2001/8/14,1955.1,1955.51,1960.95,1924.27,1939.54
2001/8/15,1939.54,1938.54,1949.16,1935.39,1947.36
2001/8/16,1947.36,1948.27,1950.46,1918.49,1919.64
2001/8/17,1919.64,1916.84,1928.14,1909.67,1924
2001/8/20,1924,1923.1,1937.15,1917.1,1934.49
2001/8/21,1934.49,1936.06,1947.4,1935.77,1938.87
2001/8/22,1938.87,1935.54,1935.56,1891.35,1903.45
2001/8/23,1903.45,1892.37,1903.47,1869.49,1902.99
2001/8/24,1902.99,1903.38,1912.19,1883.23,1886.8
2001/8/27,1886.8,1881.31,1881.31,1824.88,1827.25
2001/8/28,1827.25,1816.66,1843.44,1795.57,1843.38
2001/8/29,1843.38,1846.82,1865.48,1837.94,1847.54
2001/8/30,1847.54,1846.19,1846.54,1831.02,1839.63
2001/8/31,1839.63,1838.21,1846.94,1831.52,1834.14
2001/9/3,1834.14,1831.7,1831.8,1813.37,1817.19
2001/9/4,1817.19,1815.27,1862.4,1814.92,1862.36
2001/9/5,1862.36,1868.36,1888.9,1863.83,1868.27
2001/9/6,1868.27,1867.63,1876.47,1853.29,1861.56
2001/9/7,1861.56,1858.24,1858.24,1807.14,1808.84
2001/9/10,1808.84,1790.21,1858.2,1774.83,1856.53
2001/9/11,1856.53,1859.97,1871.13,1849.61,1863.78
2001/9/12,1863.78,1822.13,1858.69,1815.59,1852.6
2001/9/13,1852.6,1851.62,1857.86,1837.82,1839.91
2001/9/14,1839.91,1838.67,1846.02,1814.74,1818.38
2001/9/17,1818.38,1811.9,1816.26,1782.5,1784.61
2001/9/18,1784.61,1784.59,1817.56,1780.05,1798.62
2001/9/19,1798.62,1800.24,1822.97,1784.91,1822.69
2001/9/20,1822.69,1826.42,1836.79,1814.46,1818.42
2001/9/21,1818.42,1815.56,1821.34,1803.8,1807.02
2001/9/24,1807.02,1804.89,1808.7,1791.62,1794.96
2001/9/25,1794.96,1799.98,1813.31,1788.4,1793.88
2001/9/26,1793.88,1793.65,1793.67,1765.17,1767.81
2001/9/27,1767.81,1765.62,1779.13,1750.76,1764.93
2001/9/28,1764.93,1766.13,1774.3,1751.72,1764.87
2001/10/8,1764.87,1766.13,1773.8,1723.04,1726.53
2001/10/9,1726.53,1724.17,1751.07,1722.22,1744.64
2001/10/10,1744.64,1744.04,1744.64,1683.71,1686.61
2001/10/11,1686.61,1682.32,1693.21,1634.21,1638.33
2001/10/12,1638.33,1637.75,1700.71,1598.79,1691.33
2001/10/15,1691.33,1692.17,1703.59,1670.27,1687.28
2001/10/16,1687.28,1689.19,1691.65,1649.2,1655.9
2001/10/17,1655.9,1654.93,1661.88,1635.92,1643.07
2001/10/18,1643.07,1642.01,1651.11,1609.38,1615.58
2001/10/19,1615.58,1610.44,1610.44,1550.91,1572.45
2001/10/22,1572.45,1558.47,1563.4,1514.86,1520.67
2001/10/23,1520.67,1642.22,1670.74,1625.15,1670.56
2001/10/24,1670.56,1733.64,1744.92,1685.72,1718.06
2001/10/25,1718.06,1708.03,1708.03,1673.05,1676.5
2001/10/26,1676.5,1669.16,1681.9,1651.52,1677.88
2001/10/29,1677.88,1678.72,1701.12,1678.72,1700.48
2001/10/30,1700.48,1702.86,1704.48,1680.44,1682.77
2001/10/31,1682.77,1678.93,1689.17,1655.89,1689.17
2001/11/1,1689.17,1692.35,1717.74,1688.1,1707.75
2001/11/2,1707.75,1703.92,1711.74,1688.57,1691.35
2001/11/5,1691.35,1687.84,1688.31,1671.23,1679.57
2001/11/6,1679.57,1678.17,1685.52,1668.66,1671.28
2001/11/7,1671.28,1669.43,1669.46,1591.77,1594.05
2001/11/8,1594.05,1566.52,1605.9,1550.46,1605.87
2001/11/9,1605.87,1605.08,1637.9,1582.85,1630.36
2001/11/12,1630.36,1631.8,1637.33,1619.11,1621.19
2001/11/13,1621.19,1609.95,1623.45,1598.11,1615.93
2001/11/14,1615.93,1615.75,1627.97,1614.59,1617.1
2001/11/15,1617.1,1619.26,1624.81,1612.9,1621.34
2001/11/16,1621.34,1725.45,1734.67,1644.61,1646.76
2001/11/19,1646.76,1645.09,1669.99,1644.82,1669.89
2001/11/20,1669.89,1672.21,1703.74,1670.8,1699.73
2001/11/21,1699.73,1700.66,1707.93,1690.23,1705.66
2001/11/22,1705.66,1705.92,1715.93,1700.51,1715.81
2001/11/23,1715.81,1715.65,1721.97,1704.14,1712.56
2001/11/26,1712.56,1710.13,1710.13,1696,1705.88
2001/11/27,1705.88,1705.51,1722.62,1704.85,1722.59
2001/11/28,1722.59,1725.54,1741.66,1725.16,1735
2001/11/29,1735,1735.38,1741.74,1728.89,1732.3
2001/11/30,1732.3,1732.13,1748,1731.96,1747.99
2001/12/3,1747.99,1751.05,1767.44,1750.92,1762.56
2001/12/4,1762.56,1763.79,1770.36,1754.87,1769.68
2001/12/5,1769.68,1765.56,1776.02,1745.11,1745.23
2001/12/6,1745.23,1740.08,1754.77,1737.06,1751.18
2001/12/7,1751.18,1752.02,1756.47,1743.33,1745.41
2001/12/10,1745.41,1743.63,1748.97,1730.81,1748.68
2001/12/11,1748.68,1748.02,1748.97,1726.69,1728.88
2001/12/12,1728.88,1724.88,1728.83,1714.17,1715.17
2001/12/13,1715.17,1713.78,1720.55,1687.09,1688.01
2001/12/14,1688.01,1683.73,1692.9,1673.32,1675.51
2001/12/17,1675.51,1673.24,1680.84,1662.67,1665.94
2001/12/18,1665.94,1666.51,1687.77,1660.5,1687.29
2001/12/19,1687.29,1688.92,1693.18,1671.94,1672.7
2001/12/20,1672.7,1669.47,1669.48,1628.47,1631.54
2001/12/21,1631.54,1627.44,1640.79,1624.5,1640.14
2001/12/24,1640.14,1639.52,1640.14,1601.24,1606.1
2001/12/25,1606.1,1604.67,1613.6,1593.03,1611.17
2001/12/26,1611.17,1610.65,1634.33,1605.15,1633.64
2001/12/27,1633.64,1635.46,1644.41,1625.45,1627.92
2001/12/28,1627.92,1626.95,1639.85,1619.53,1639.48
2001/12/31,1639.48,1641.43,1649.8,1638.32,1645.97
2002/1/4,1645.97,1643.48,1643.5,1608.83,1611.39
2002/1/7,1611.39,1605.74,1605.74,1584.66,1596.76
2002/1/8,1596.76,1594.87,1607.72,1582.45,1583.46
2002/1/9,1583.46,1580.71,1580.72,1552.56,1561.35
2002/1/10,1561.35,1556.74,1580.01,1523.66,1576.44
2002/1/11,1576.44,1574.26,1574.27,1535.28,1535.59
2002/1/14,1535.59,1519.93,1519.93,1484.46,1485.11
2002/1/15,1485.11,1475.34,1491.7,1458.02,1459.65
2002/1/16,1459.65,1458.84,1482.18,1439.4,1479.62
2002/1/17,1479.62,1476.36,1476.38,1416.3,1419.52
2002/1/18,1419.52,1405.55,1434.97,1376.89,1415.44
2002/1/21,1415.44,1407,1412.21,1362.62,1366.97
2002/1/22,1366.97,1360.29,1400.76,1348.79,1358.69
2002/1/23,1358.69,1355.86,1445.7,1346.17,1444.96
2002/1/24,1444.96,1435.32,1478.54,1400.35,1456.4
2002/1/25,1456.4,1449.88,1464.9,1442.94,1451.48
2002/1/28,1451.48,1444.5,1448.6,1357.55,1359.55
2002/1/29,1359.55,1343.36,1396.11,1339.2,1392.78
2002/1/30,1392.78,1392.95,1408.05,1381.01,1396.61
2002/1/31,1396.61,1413.22,1501.33,1413.22,1491.66
2002/2/1,1491.66,1494.58,1507.64,1480.77,1485.77
2002/2/4,1485.77,1485.68,1513.67,1476.13,1511.33
2002/2/5,1511.33,1510.57,1522.32,1502.09,1518.28
2002/2/6,1518.28,1517.81,1521.56,1484.25,1485.8
2002/2/7,1485.8,1482.36,1521.03,1481.07,1515.39
2002/2/8,1515.39,1520.72,1530.13,1506.07,1506.62
2002/2/25,1506.62,1540.49,1544.57,1521.66,1530.28
2002/2/26,1530.28,1529.38,1531.72,1507.58,1531.43
2002/2/27,1531.43,1531.32,1544.92,1524.68,1538.32
2002/2/28,1538.32,1537.93,1544.39,1521.08,1524.7
2002/3/1,1524.7,1521.53,1521.57,1501.56,1502.54
2002/3/4,1502.54,1497.83,1527.4,1494.83,1526.8
2002/3/5,1526.8,1529.3,1566.07,1529.3,1560.08
2002/3/6,1560.08,1564.69,1594.67,1563.92,1569.21
2002/3/7,1569.21,1569.17,1613.26,1569.07,1613
2002/3/8,1613,1622.87,1645.29,1611.23,1640.26
2002/3/11,1640.26,1643.59,1664.52,1632.62,1664.09
2002/3/12,1664.09,1665.24,1672.04,1641.58,1643.69
2002/3/13,1643.69,1636.94,1655.63,1621.8,1623.43
2002/3/14,1623.43,1621.08,1665.79,1621.08,1665.15
2002/3/15,1665.15,1671.83,1676.51,1620.56,1620.98
2002/3/18,1620.98,1641.43,1657.68,1610.99,1623.88
2002/3/19,1623.88,1624.32,1665.62,1624.29,1665.36
2002/3/20,1665.36,1673.27,1686.11,1664.37,1682.51
2002/3/21,1682.51,1686.95,1693.87,1675.24,1685.02
2002/3/22,1685.02,1684.07,1684.46,1659.52,1669.69
2002/3/25,1669.69,1667.85,1677.05,1663.39,1675.29
2002/3/26,1675.29,1674.7,1675.21,1641.91,1649.48
2002/3/27,1649.48,1646.68,1655.18,1635.82,1654.23
2002/3/28,1654.23,1653.98,1666.52,1645.34,1650.67
2002/3/29,1650.67,1648.09,1648.09,1596.25,1603.9
2002/4/1,1603.9,1598.03,1609.92,1589.41,1608.51
2002/4/2,1608.51,1608.52,1610.73,1575.97,1582.88
2002/4/3,1582.88,1582.74,1603.8,1582.67,1594.51
2002/4/4,1594.51,1595.02,1643.54,1583.63,1641.7
2002/4/5,1641.7,1650.5,1657.09,1628.55,1634.64
2002/4/8,1634.64,1633.83,1643.68,1631.07,1640.65
2002/4/9,1640.65,1641.85,1671.86,1640.69,1667.52
2002/4/10,1667.52,1670.8,1677.94,1663.47,1677.66
2002/4/11,1677.66,1679.34,1680.3,1649.27,1649.53
2002/4/12,1649.53,1648.45,1664.41,1648.45,1658.98
2002/4/15,1658.98,1660.57,1664.52,1638.64,1649.5
2002/4/16,1649.5,1647.51,1654.74,1635.75,1640.29
2002/4/17,1640.29,1641.72,1649.43,1630.23,1644.39
2002/4/18,1644.39,1644.15,1646.25,1626.03,1628.14
2002/4/19,1628.14,1625.25,1635.53,1603.96,1635.17
2002/4/22,1635.17,1633.64,1637.18,1619.16,1627.48
2002/4/23,1627.48,1626.63,1634.86,1621.87,1624.55
2002/4/24,1624.55,1623.47,1626.38,1609.2,1611.05
2002/4/25,1611.05,1609.94,1616.76,1603.64,1615.92
2002/4/26,1615.92,1615.52,1643.15,1615.52,1640.59
2002/4/29,1640.59,1643.55,1667.16,1640.56,1665.81
2002/4/30,1665.81,1668.31,1673.75,1657.82,1667.75
2002/5/8,1667.75,1669.87,1670.92,1651.69,1652.37
2002/5/9,1652.37,1648.46,1659.25,1646.82,1650.58
2002/5/10,1650.58,1650.91,1652.29,1636.86,1638.2
2002/5/13,1638.2,1634.9,1634.92,1618.46,1623.94
2002/5/14,1623.94,1622.33,1629.88,1613.55,1616.23
2002/5/15,1616.23,1614.9,1618.14,1597.92,1598.35
2002/5/16,1598.35,1592.24,1592.24,1546.94,1549.5
2002/5/17,1549.5,1549.08,1570.15,1540.58,1567.5
2002/5/20,1567.5,1564.97,1564.98,1529.35,1541.53
2002/5/21,1541.53,1575.02,1599.11,1564.55,1588.11
2002/5/22,1588.11,1590.79,1591.03,1563.16,1564.49
2002/5/23,1564.49,1571.08,1585.74,1568.1,1571.61
2002/5/24,1571.61,1572.94,1574.13,1544.42,1549.47
