month,MarketR,rfmonth,ret,cpi,RV,RV1,RV2,RV3,var,pd,pe,pb,marketret3,marketret6,marketret12
1991-01-31,0.029998,0.00693,0.023068,2.2,0.0006898324280000001,0.001565731966,0.002592939178,0.00346088865,3.0385705021645022e-05,,4.46656246286458,2.08006462952467,-0.0841273939955044,-0.30566165133484,0.254049066411358
1991-02-28,0.010203,0.00693,0.003273,1.0,0.00041779047399999997,0.000706533132,0.000853355466,0.000763119154,2.3809109176470587e-05,,4.50104205964004,1.94928456811966,-0.183573387813982,-0.384745095328146,0.241491984307626
1991-03-31,-0.099663,0.00693,-0.106593,1.6,0.0012293986469999998,0.0029252408989999994,0.0046501384029999995,0.006369449286999999,1.3551650861904761e-05,,4.11208196026389,1.56032446874351,-0.252928253914484,-0.44504925920933,0.288857070848239
1991-04-30,-0.079652,0.0066506666666666,-0.0863026666666667,1.3,0.0008548776329999999,0.001972557523,0.0033640446729999995,0.004530502178999999,1.0089450893333334e-05,,4.1111211882092,1.97033006042602,-0.234775981408477,-0.39493659989067,0.691749077035885
1991-05-31,-0.074521,0.006092,-0.080613,3.6,0.00047966568400000003,0.001262185826,0.002118686386,0.002948877898,4.997556460000002e-06,,4.18287091439382,1.90110090028198,-0.23629373501934,0.181672791139445,1.5427008257435
1991-06-30,-0.079348,0.006092,-0.08544,4.4,0.004842655459,0.004790176089,0.0027243795290000004,0.0031084467350000005,0.00019587338937500002,,4.3664525511664,1.88968729437795,-0.244460484084694,0.45851008654955,3.74768873855369
1991-07-31,-0.082097,0.006092,-0.088189,4.7,0.022292025152,0.024067229144,0.012547969078,0.01160704004,0.0008472647792079774,,4.48123109985012,1.8577618972057,-0.198735291985302,0.777344476599878,3.60401973802441
1991-08-31,-0.084185,0.006092,-0.090277,4.9,0.09039238428400001,0.08374684053400001,0.08751518696800001,0.08893688591400001,0.0034324436136524213,,4.72245372079249,1.9547254698123,0.539975354417823,0.978375217092249,4.2079181157174
1991-09-30,-0.024954,0.006092,-0.031046,4.5,0.006651916547,0.006760656269,0.005855996277,0.004837187709,0.0002619024096938461,,4.82803160190576,2.00039332962681,0.914124369256741,1.264394708438,3.85033142132728
1991-10-31,0.745162,0.006092,0.73907,4.8,0.079285615782,0.110598320802,0.125886321578,0.149880089236,0.002703715315123333,,5.01874035812164,2.38986214702525,1.19530447294989,1.71347915751972,3.56548433878648
1991-11-30,0.135694,0.006092,0.129602,4.4,0.06956065463200001,0.05782533632800001,0.071068941356,0.081480710142,0.0027435313606584623,inf,5.18611842987907,2.48454583482307,0.274949452817129,1.11117583213071,1.06712727393986
1991-12-31,0.116915,0.006092,0.110823,4.5,0.006667073164000001,0.007596790838000001,0.0021932634840000015,0.0035898939600000016,0.00024365213901538462,inf,4.17084214158785,2.20781354438338,0.172553562885107,2.18782485332011,1.09938444359831
1992-01-31,0.019601,0.006092,0.013509,5.5,0.0025008291439999994,0.0025823256799999993,0.0021989149379999995,0.0004592174459999998,0.00011852868684848485,inf,4.34698345444672,2.33806613706782,0.224148589563601,1.54196236603756,1.08616799870013
1992-02-29,0.045779,0.006092,0.039687,5.3,0.0014139260790000001,0.002197718081,0.002180350157,0.001561184025,6.903711009356725e-05,inf,4.53829560920577,2.49283891870584,0.642655949935421,1.58434658366587,1.69056243211811
1992-03-31,0.165303,0.006092,0.159211,5.3,0.003166626763,0.0062026537990000005,0.008199944217,0.011964834673,9.779515835714288e-05,14.370797015791,4.65762991957778,2.64682994554829,1.68950286987134,1.10319451875644,1.98422684803967
1992-04-30,0.36302,0.006092,0.356928,7.1,0.021220092015000004,0.033917503761,0.033129418467,0.043631448357,0.000799648240088745,14.8590867766066,4.5544426916894,2.38425442281655,1.05726680614891,0.650191734915337,1.05144696367321
1992-05-31,0.704865,0.006092,0.698773,4.7,0.08680949764600002,0.11496563503600002,0.16803711290200002,0.17830359736200002,0.0035508995252619044,15.4256928796115,4.88452498386244,2.67982588378189,0.559813002575623,-0.0397003752132434,0.734084090811504
1992-06-30,-0.106771,0.006092,-0.112863,4.8,0.02841127319,0.029089751743999998,0.031754374002,0.027122563802,0.0013315575207359309,15.3711060250861,4.7344611161965,2.5580122792952,-0.227990831823236,-0.362685306038604,-0.240253265319108
1992-07-31,0.036357,0.006092,0.030265,5.2,0.005671496955000002,0.008057866713000001,0.004828769835000002,0.004267562891000002,0.0002446286874229249,15.8157486757265,4.7821098702995,2.63126645878056,-0.205484900563742,-0.198916841108931,-0.158345584675448
1992-08-31,-0.146167,0.006092,-0.152259,5.8,0.017624030080000002,0.025952488096000002,0.022097412066000004,0.014681423572000005,0.0008253272751904765,15.6613588792716,4.64284533118399,2.51040387597825,-0.38639383867092,0.0180874907645845,-0.284519261860029
1992-09-30,-0.081337,0.006092,-0.087429,7.5,0.014499716713,0.023958947525,0.018161877580999998,0.012664980236999995,0.0006749266663311688,15.5936122773125,4.56437273478344,2.48955568040299,-0.165109840533332,0.39250860941848,-0.0863987785975624
1992-10-31,-0.194281,0.006092,-0.200373,7.9,0.026484935315,0.043134886035,0.041270226727,0.049875053515000004,0.0012258776368904761,15.3896102633774,4.35750096048082,2.32041984784521,0.0127277552163607,0.223507025508376,-0.0291802201695535
1992-11-30,0.152791,0.006092,0.146699,8.2,0.08763628047300001,0.160097377359,0.200789705815,0.25118341073899997,0.0043084274356285715,15.5715884900065,4.43973104880627,2.35189369348063,0.651250407266914,0.777268782795361,0.136809186914466
1992-12-31,0.110128,0.006092,0.104036,8.8,0.0207249855,0.029401616084,0.004562637780000003,0.0004786623560000059,0.0009109773164031623,15.3192740222374,4.50701999164528,2.30045576238953,0.657059715199289,0.201874150879513,0.111881890455908
1993-01-31,0.304664,0.006092,0.298572,10.3,0.026375645401,0.031731974091,0.060897675063000006,0.077642774021,0.0008916027210350878,15.6283230900377,4.68554148617572,2.48893264164491,0.204191746613719,0.0576857886979154,-0.132968250440325
1993-02-28,0.156802,0.006092,0.15071,10.5,0.028514330827999996,0.03789612280399999,0.04161539395399999,0.048139495867999996,0.001440166867905263,15.8382590448015,4.80875546446731,2.69468914253516,0.0683043086709505,-0.287485643685378,-0.458509763598054
1993-03-31,-0.189936,0.006092,-0.196028,12.2,0.027409058218000003,0.026528804400000005,0.028738350248000002,0.027460184906000003,0.001162616720256917,14.2995684460809,4.50730468602071,2.31014149656326,-0.279164056473163,-0.347094105862034,-0.533393306994003
1993-04-30,0.159653,0.006092,0.153561,12.6,0.011318179291999998,0.0066356167259999975,0.016128657619999997,0.017976692447999997,0.0004875595628138528,14.511297212155,4.70954680687597,2.36088680998399,-0.123232940713972,-0.208747340231691,-0.470392339535743
1993-05-31,-0.212343,0.0067796774193548,-0.219122677419355,14.0,0.015202764100999999,0.020817857581,0.024204413155,0.027198017924999998,0.0006161052002285714,14.2014878823531,4.4716242759417,2.16610432369528,-0.328825046278684,-0.374217420039843,-0.650114093597663
1993-06-30,-0.017832,0.007346,-0.025178,15.1,0.012995530228,0.009017902632,0.0034386802160000004,0.006209700624,0.000564625598057971,14.1566919939851,4.49759699004712,2.14623773556759,-0.0825491664834336,-0.080990225141199,-0.565798039932408
1993-07-31,-0.10324,0.0082760967741935,-0.111516096774194,16.2,0.019237529594,0.024437763556,0.023166019178,0.03037259413,0.0008272990541666669,14.0618110258999,4.42821262989271,2.06663187994036,-0.0917583632097823,-0.176615084655997,-0.650628508842161
1993-08-31,0.069508,0.008719,0.060789,16.0,0.035226001486999996,0.018840923939,0.026632892879,0.030824202031,0.0015228804285634056,14.2013455702142,4.52399282973384,2.1253013199399,-0.052924557576101,-0.206467525200509,-0.727543763978084
