month,pb
2008.83333333333,0.581761247383945
2008.91666666667,0.600196825995968
2009,0.728784701126077
2009.08333333333,0.785977096414746
2009.16666666667,0.952866800316199
2009.25,0.959177995443292
2009.33333333333,0.989648149033861
2009.41666666667,1.09870657108024
2009.5,1.22375456612124
2009.58333333333,0.976527276090759
2009.66666666667,1.02966490674088
2009.75,1.05381649117132
2009.83333333333,1.13945331011441
2009.91666666667,1.17585136994284
2010,1.10608232002228
2010.08333333333,1.13557498876528
2010.16666666667,1.13709148314558
2010.25,0.979669689867417
2010.33333333333,0.888351567829156
2010.41666666667,0.808238048070672
2010.5,0.913603058666163
2010.58333333333,0.935434575273227
2010.66666666667,0.948523236108116
2010.75,1.02273294047151
2010.83333333333,0.958773139361827
2010.91666666667,0.952756624042426
2011,0.929013881560083
2011.08333333333,0.981847946225444
2011.16666666667,0.941780287139442
2011.25,0.874397132450299
2011.33333333333,0.813555545188605
2011.41666666667,0.830726803681223
2011.5,0.818896410656069
2011.58333333333,0.763452401599156
2011.66666666667,0.670054037043919
2011.75,0.680562703851663
2011.83333333333,0.629278007992332
2011.91666666667,0.558262007686941
2012,0.590218152011726
2012.08333333333,0.660949547243098
2012.16666666667,0.562694383501292
2012.25,0.575242373440241
2012.33333333333,0.572895642294825
2012.41666666667,0.51078749390655
2012.5,0.45045303201029
2012.58333333333,0.422285287724417
2012.66666666667,0.446420999836841
2012.75,0.408246563977662
2012.83333333333,0.350316639296124
2012.91666666667,0.492938059323745
2013,0.545714717921246
2013.08333333333,0.547953928077146
2013.16666666667,0.470341413799713
2013.25,0.402565040993816
2013.33333333333,0.480058188874011
2013.41666666667,0.324084271272085
2013.5,0.334287856304325
2013.58333333333,0.383798425699893
2013.66666666667,0.423192454510968
2013.75,0.373777623064794
2013.83333333333,0.418961304463949
2013.91666666667,0.382411024462186
2014,0.36143651566641
2014.08333333333,0.37227885618469
2014.16666666667,0.334700280303843
2014.25,0.281954473874471
2014.33333333333,0.296096450430673
2014.41666666667,0.313553555426886
2014.5,0.386788775767499
2014.58333333333,0.395035187638427
2014.66666666667,0.473921307605605
2014.75,0.455102270683324
2014.83333333333,0.547295720387832
2014.91666666667,0.69664905431778
2015,0.707276847209227
2015.08333333333,0.750213640245206
2015.16666666667,0.869919683413514
2015.25,0.985377660182618
2015.33333333333,1.06158371915588
2015.41666666667,0.97407531970676
2015.5,0.791822266984619
2015.58333333333,0.615732757394816
2015.66666666667,0.567699234413994
2015.75,0.689888764966845
2015.83333333333,0.744432292686623
2015.91666666667,0.799018982272419
2016,0.512705456405354
2016.08333333333,0.489377490797012
2016.16666666667,0.606785836194336
2016.25,0.538613105900664
2016.33333333333,0.538366494953728
2016.41666666667,0.56548131918607
2016.5,0.578856785627535
2016.58333333333,0.613699498073512
2016.66666666667,0.598732960782912
2016.75,0.581121394791175
2016.83333333333,0.626816397912994
2016.91666666667,0.578619777239232
2017,0.590092962889128
2017.08333333333,0.617889962165739
2017.16666666667,0.600896454182225
2017.25,0.546061666946146
2017.33333333333,0.524520395352547
2017.41666666667,0.563406002168999
2017.5,0.595083668842233
2017.58333333333,0.607688086670207
2017.66666666667,0.614118470791615
2017.75,0.600352839000743
2017.83333333333,0.575487196187845
2017.91666666667,0.583644887021047
2018,0.627713807773661
2018.08333333333,0.573066374914152
2018.16666666667,0.539417743727196
2018.25,0.471861290726662
2018.33333333333,0.475133090007281
2018.41666666667,0.393370343483455
2018.5,0.401425752580804
2018.58333333333,0.334683120650919
2018.66666666667,0.361616020681439
2018.75,0.239295927066886
2018.83333333333,0.254169032366391
2018.91666666667,0.215241575489077
2019,0.250626258365076
2019.08333333333,0.395332783438406
2019.16666666667,0.444835496520202
2019.25,0.405594325283155
2019.33333333333,0.344264692911916
2019.41666666667,0.373556149973213
2019.5,0.366046803187617
2019.58333333333,0.350773103730155
2019.66666666667,0.358918252124704
2019.75,0.339010286964652
2019.83333333333,0.323532719828993
2019.91666666667,0.392952940410251
2020,0.383736389575416
2020.08333333333,0.374303389730804
2020.16666666667,0.309496555474768
2020.25,0.323886523982298
2020.33333333333,0.32743187129079
2020.41666666667,0.396434844417471
2020.5,0.515179947802827
2020.58333333333,0.539956344433967
2020.66666666667,0.48562095578813
2020.75,0.465087568116218
2020.83333333333,0.506804140027562
2020.91666666667,0.537407527193828
2021,0.537179095932251
2021.08333333333,0.543595575293987
2021.16666666667,0.49713813718497
2021.25,0.463342907412826
2021.33333333333,0.516068585529165
2021.41666666667,0.523325942199178
2021.5,0.475782001720473
2021.58333333333,0.51638481250533
2021.66666666667,0.521229886126586
2021.75,0.497096050367256
2021.83333333333,0.51466207901211
2021.91666666667,0.538147636739598
2022,0.450368024963901
2022.08333333333,0.479726507961788
2022.16666666667,0.396360054550814
2022.25,0.285479461526914
2022.33333333333,0.336203322679976
2022.41666666667,0.416611377498943
2022.5,0.378881476790389
2022.58333333333,0.349795877970842
2022.66666666667,0.284700114909768
2022.75,0.220157051962767
2022.83333333333,0.30735066251062
2022.91666666667,0.291725484510369
2023,0.355555437041468
2023.08333333333,0.36206382839873
2023.16666666667,0.348652647077349
2023.25,0.31956546710385
2023.33333333333,0.286917672509706
2023.41666666667,0.291148125417937
2023.5,0.318659183241891
2023.58333333333,0.261975515477097
2023.66666666667,0.25628605859808
2023.75,0.210872046855872
2023.83333333333,0.213978106155321
2023.91666666667,0.194640900844525
2024,0.105403176911251
2024.08333333333,0.189806730049971
2024.16666666667,0.195645714743118
2024.25,0.189505208387535
2024.33333333333,0.182496543523557
2024.41666666667,0.136220562878833
2024.5,0.127471146429273
2024.58333333333,0.0979362900475252
2024.66666666667,0.27576358683111
2024.75,0.254341378407284
2024.83333333333,0.26392354629726
2024.91666666667,0.261664946790577
